DA,ACh,H144P_DA,H144P_ACh,SH-PP_DA,SH-PP_ACh
-11.326659137633394,-8.172035228716211,-2.3318005867193583,-4.398392142181023,1.2875689124862235,-6.396510680980631
-10.22033272442659,-8.362621998194797,-2.0205942061753004,1.0166301890327363,1.6679777708146801,-8.017559560875542
-9.255024119873521,-7.936566583260629,-2.7964296324775963,1.6302822725439623,2.4124416152556187,-16.20922777480469
-8.623197809241336,-7.4230808268283175,-1.2475717412851863,0.7416721440187833,4.062345057851752,-11.728901996888776
-10.696138477739316,-8.099341640700521,-2.500769084212689,-0.3831491367744735,4.494377880344747,-7.928022018371715
